Under five mortality,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.12,433.08,433.01,432.9,432.73,432.49,432.19,431.82,431.38,430.87,430.29,429.65,428.94,428.16,427.31,426.41,425.46,424.48,423.47,422.45,421.44,420.42,419.41,418.39,417.37,416.36,415.34,414.32,413.31,412.29,411.27,410.26,409.24,408.23,407.21,406.19,405.18,404.16,403.14,402.13,401.11,400.09,399.08,398.06,397.05,396.03,395.01,394,427.68,420.26,424.21,424.37,411.98,398.67,386.88,371.89,356.25,,,,,,,,,,274.71,,,,,,,,185.8,181.9,178,174.1,170,166,161.8,157.8,153.8,149.9,146,142.3,138.7,135.2,131.9,128.8,125.8,122.9,120.1,117.2,114.4,111.5,108.6,105.6,102.6,99.6,96.6,93.6,90.7,87.7,84.9,82.2,79.5,76.9,74.3,71.7,69.3,66.8,64.4,62.1,60,57.9,56.1,54.2,52.2,50.5
Nagorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.33,412.29,412.23,412.12,411.96,411.73,411.44,411.09,410.67,410.19,409.64,409.03,408.35,407.61,406.8,405.94,405.04,404.1,403.14,402.18,401.21,400.24,399.27,398.31,397.34,396.37,395.4,394.44,393.47,392.5,391.53,390.57,389.6,388.63,387.66,386.7,385.73,384.76,383.79,382.83,381.86,380.89,379.92,378.96,377.99,377.02,376.05,365.86,355.85,346.09,337.58,328.14,318.88,309.8,300.89,292.15,283.56,,,,,,,,,,152.95,,,,,,,97.4,97.7,98,98.3,98.5,98.9,99.3,99.6,99.9,100.1,100.1,99.8,99.1,97.9,96.4,94.4,92,89.3,86.5,83.6,80.7,78,75.7,73.6,71.8,70.5,69.7,69.3,69.6,70.2,71.3,72.6,74.1,75.5,76.6,77.2,77.2,76.6,72.8,68,64.7,61.9,58.8,55.7,52.6,50.6,49.8
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,55.5,53.6,51.8,50.1,48.4,46.8,45.2,43.8,42.5,41.3,40.4,39.6,39,38.7,38.6,38.7,39,39.2,39.1,38.8,38.2,37.4,36.6
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.23,407.2,407.13,407.03,406.87,406.64,406.36,406.01,405.59,405.11,404.57,403.97,403.3,402.57,401.77,400.92,400.03,399.11,398.16,397.2,396.25,395.29,394.34,393.38,392.43,391.47,390.52,389.56,388.6,387.65,386.69,385.74,384.78,383.83,382.87,381.91,380.96,380,379.05,378.09,377.14,376.18,375.23,374.27,373.31,372.36,371.4,370.45,,,,,,,,,344,343.1,342.6,342.2,341.4,340.2,338.9,337.6,335.7,333.3,330,325.9,321.1,315.5,309.4,302.9,296.3,289.7,283,276.5,270.6,264.9,259.3,253.6,248.2,242.5,236.7,230.6,224.2,217.7,211.1,204.4,197.7,191.1,184.5,177.8,170.9,163.8,156.7,149.5,142.3,135.3,128.4,121.8,115.4,109.4,103.5,97.9,92.3,87,81.9,77,72.4,68.1,64,60.3,56.7,53.5,50.4,47.7,45.3,43.2,41.3,39.7
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,,,,,,,,,,266.83,277.76,321.99,274.71,266.83,273.18,373.78,338.26,295.89,274.71,293.67,303.62,315.44,293.12,297.63,343.12,308.95,341.71,329.82,389.56,317.48,332.84,314.73,320.31,315.25,341.46,331.39,310.04,337.31,288.8,327.62,368.62,344.52,312.46,286.9,324.95,300.35,284.67,298.75,282.96,314.23,276.25,268.56,283.34,305.21,270.48,295.82,255.51,267.25,267.12,259.17,263.03,262.46,248.64,230.93,244.29,226.41,214.37,225.98,215.05,221.3,229.32,202.27,196.83,207.52,190.35,185.36,171.63,185.49,154.11,161.34,188.37,137.93,140.39,143.14,135.15,140.74,140.44,179.07,149.77,123.7,115.2,105.38,94.3,82.89,81.42,85.79,83.34,73.72,81.7,70.15,67.14,62.3,56.75,56.24,52.32,51.89,49.13,49.33,44.76,51.9,56.65,53.97,61.9,70.53,103.43,61.87,41.71,35.74,33.27,31.9,30.4,29,27.7,26.3,25.1,24,23.1,22.2,21.5,20.8,20.3,19.7,19.3,18.8,18.3,17.9,17.4,16.9,16.4,15.8,15.3,14.7,14.1,13.6,13.1,12.6,12.1,11.6,11.2,10.9,10.6,10.4,10.2,9.9,9.7,9.5,9.2,8.9,8.6,8.3,8,7.7,7.4,7.1,6.9,6.7,6.5,6.4,6.3,6.2,6.1,5.9,5.7,5.6,5.4,5.2,5,4.8,4.6,4.4,4.3,4.2,4
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,,,,,,,,,,115.43,173.43,186.57,167.82,149.27,145.6,141.98,145.6,136.56,118.9,149.27,164.08,165.95,197.85,154.8,132.98,120.64,162.22,136.56,134.77,127.65,156.65,112,129.42,145.6,138.36,98.52,112,112,132.98,129.42,127.65,115.43,127.65,108.59,100.18,113.71,141.98,105.2,98.52,118.9,115.43,98.52,93.6,84.24,129.42,93.6,84.24,93.6,75.01,67.3,79.68,67.3,67.3,67.3,62.78,62.78,58.34,67.3,62.78,53.96,56.87,51.09,56.87,56.87,58.34,51.09,46.87,48.26,46.87,48.26,48.26,49.67,52.53,52.53,49.67,65.79,53.96,46.87,51.09,46.87,49.67,49.67,44.11,40.06,37.32,36.04,38.96,35.5,34.8,33.9,33,32.1,31.3,30.6,30.1,29.5,28.8,27.9,26.9,25.8,24.7,23.8,23,22.5,22,21.6,21.2,20.8,20.3,19.9,19.4,18.9,18.3,17.7,17.1,16.6,16,15.6,15.2,14.8,14.5,14.2,13.8,13.4,12.9,12.4,11.8,11.2,10.5,10,9.5,9.1,8.7,8.4,8.1,7.8,7.6,7.4,7.2,7,6.8,6.7,6.6,6.5,6.4,6.4,6.4,6.4,6.4,6.4,6.3
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.38,509.34,509.26,509.12,508.93,508.65,508.29,507.85,507.33,506.73,506.06,505.3,504.46,503.55,502.55,501.49,500.37,499.22,498.03,496.84,495.64,494.45,493.25,494.97,496.67,498.44,500.18,501.92,493.31,484.89,476.54,466.98,458.9,451.02,441.86,434.21,426.62,417.92,410.59,403.36,395.02,388.01,381.1,373.1,366.4,359.76,352.13,344.57,336.08,328.79,320.54,312.46,,,,,,,,,,209.6,207.5,205.6,203.6,201.9,200,198.3,196.5,194.5,192.3,190,187.4,184.6,181.3,177.8,173.8,169.3,164.1,158.4,152.2,145.3,138,130.5,123,115.6,108.6,102.1,96.3,91,86.3,82.2,78.5,75.2,72.2,69.5,66.8,63.9,61.1,58.3,55.5,52.7,50,47.4,44.9,42.5,40.3,38.2,36.4,34.7,33.1,31.7,30.4,29.2,28.1,27.1,26.1,25.2,24.3,23.5
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.12,433.08,433.01,432.9,432.73,432.49,432.19,431.82,431.38,430.87,430.29,429.65,428.94,428.16,427.31,426.41,425.46,424.48,423.47,422.45,421.44,420.42,419.41,418.39,417.37,416.36,415.34,414.32,413.31,412.29,411.27,410.26,409.24,408.23,407.21,406.19,405.18,404.16,403.14,402.13,401.11,400.09,399.08,398.06,397.05,396.03,395.01,394,392.98,391.96,390.95,389.93,379.5,369.28,359.25,348.32,338.72,337.83,336.93,334.53,332.76,329.51,325.84,321.76,,,,,,,,,,312.4,316.4,320.6,325,329.2,332.7,335.3,336.5,335.4,332.7,328.8,324.2,320.2,317.8,317.6,319.6,323.2,327.5,331.6,334.6,335.7,334.7,331.8,327.3,320.9,312.7,302.9,291.4,278.7,266.4,255.2,245.2,235.9,226.9,217.6,207.1,195.9,184.4,172.8,161.9,151.4,141.4,132.1,123.5,116.1,109.7,104.2
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.45,438.41,438.34,438.23,438.06,437.82,437.51,437.13,436.69,436.17,435.59,434.94,434.22,433.43,432.57,431.66,430.7,429.7,428.68,427.65,426.63,425.6,424.57,423.54,422.51,421.48,420.45,419.42,418.39,417.37,416.34,415.31,414.28,413.25,412.22,411.19,410.16,409.14,408.11,407.08,406.05,405.02,403.99,402.96,401.93,400.9,399.88,398.85,397.82,396.79,395.76,394.73,386.52,378.51,370.59,363.94,356.25,353.1,348.86,,,,,,,,,,313.3,311.3,309.1,306.8,304.6,301.4,297.4,292.6,287,280.6,273.1,265.1,256.9,249,241,233.9,227.9,222.3,217.8,214.4,212.2,211.2,210.9,211.3,212,212.8,213.2,213.4,213.2,212.8,212.2,211.4,210.3,208.5,205.9,202.4,198,193,187.7,182.2,176.5,170.7,164.8,158.9,153,147.4,141.8,136.2,131.1,126.2,121.6,117.4
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,11.8,12.4,13.1,13.8,14.6,15.4,16.2,17.1,18,19,19.9,21,22.1,23.2,24.5,25.7,26.8,27.6,28,28,27.9,27.6,27.1,26.5,26,25.2,24.5
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,332.37,329.04,325.72,322.4,319.13,315.87,312.61,309.38,306.18,302.98,299.8,,,,,,,,,,212.85,214.72,214.72,256.73,222.2,177.18,192.21,182.81,180.93,182.81,205.03,226.22,220.63,182.11,168.37,168.85,182.78,166.88,152.64,161.83,170.74,166.21,155.78,173.3,172.76,228.46,246.26,216.92,187.23,179.91,170.04,188.68,202.74,178.8,162.26,173.17,176.67,181.06,195.31,191.08,199.6,183.25,167.89,147.41,152.11,167.78,206.24,177.19,171.26,159.47,158.66,158.27,168.18,187.78,177.88,161.83,166.14,147.67,171.32,148.34,143.83,138.49,135.76,154.59,133.51,131.63,110.46,118.17,108.13,117.1,101.32,96.66,109.77,103.09,93.55,94.74,95.62,89.77,96.46,90.28,96.89,91.12,101.23,92.79,86.88,71.76,74.31,68.08,65.18,64.87,61.74,64.27,63.77,69.04,59.35,58.97,59.17,58,51.02,54.86,54.17,53.88,48.79,47.98,49.4,55.43,53.43,53.71,54.38,49.52,47.73,41.99,36.44,34.38,33,30.9,29.1,27.6,26.6,25.8,25.2,24.6,23.9,23.3,22.6,22.1,21.6,21,20.4,19.7,19,18.2,17.5,16.9,16.2,15.6,15,14.3,13.6,12.9,12.2,11.5,10.9,10.4,10.1,9.9,9.9,10,10.1,10.2,10.3,10.1,9.8,9.3,8.7,7.9,7.2,6.6,6.1,5.7,5.4,5.2,5.1,5,4.8,4.7,4.5,4.4,4.2,4,3.9,3.7,3.6,3.4,3.2,3.1,2.9,2.8
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.6,413.57,413.5,413.4,413.23,413.01,412.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.9,380.5,362.6,345.3,329,313.5,298.5,284.1,270,256.2,242.5,229.3,216.4,203.9,191.6,179.5,167.7,155.8,144.1,132.8,121.9,111.2,101,91.3,82.1,73.6,66,59.2,53.2,48,43.4,39.3,35.6,32.3,29.3,26.7,24.4,22.4,20.7,19.1,17.8,16.5,15.5,14.6,13.8,13.2,12.8,12.4,12.1,11.9,11.7,11.6,11.6,11.5,11.4
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.84,501.8,501.72,501.59,501.4,501.12,500.77,500.34,499.83,499.24,498.57,497.82,497,496.1,495.12,494.07,492.97,491.83,490.67,489.49,488.31,487.13,485.96,502.36,517.71,535.09,551.42,569.96,556.89,544.15,533.23,521.04,510.63,498.9,487.48,477.71,466.69,455.94,448.06,440.29,432.65,425.11,417.69,410.37,403.15,396.03,389.02,,,,,,,,,,388.2,371.6,355.4,339.9,325.6,311.8,298.8,286.5,275,264.1,253.9,244.6,235.6,227.4,219.8,213,206.8,201.3,196.3,191.8,187.8,184,180.6,177.5,174.7,172.1,169.7,167.5,165.4,163.4,161.5,159.5,157.5,155.4,153.2,150.8,148.4,146,143.5,141.1,138.6,136.1,133.6,131,128.5,125.9,123.2,120.5,117.8,115.2,112.6,110.1,107.8,105.5,103.4,101.4,99.4,97.5,95.6,93.6,91.8,89.9,87.8,85.5
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,41.1,40,39,38,37.1,36.1,35.1,34.1,33.2,32.2,31.3,30.3,29.4,28.5,27.6,26.7,25.9,25.1,24.3,23.5,22.8,22,21.3,20.7,20,19.3,18.7,18.1,17.5
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.95,405.92,405.86,405.75,405.59,405.37,405.09,404.74,404.32,403.85,403.31,402.7,402.04,401.31,400.51,399.67,398.78,397.86,396.91,395.96,395.01,394.06,390.66,387.3,383.96,380.62,377.3,374.01,370.76,367.53,364.3,361.09,357.91,354.76,351.62,348.5,345.39,336.83,329.47,321.16,314.05,305.99,299.09,291.3,284.59,277.03,270.55,,,,,,,,,,120.7,117.5,114.5,111.5,108.4,105.4,102.7,99.9,97.2,94.5,91.8,89.2,86.6,84.1,81.7,79.4,77.2,75,72.7,70.3,67.5,64.5,61.5,58.5,55.7,53.3,51.1,49.3,47.6,46.1,44.6,43,41.4,39.8,38.3,36.8,35.5,34.2,33.1,32,31.1,30.3,29.6,29.1,28.6,28.2,27.8,27.4,27,26.5,26,25.3,24.7,24.1,23.4,22.8,22.2,21.5,20.9,20.3,19.7,19.1,18.5,17.9
