"","wages","education","age","sex","language"
"780",NA,10,53,"Female","English"
"781",17,11.5,34,"Male","English"
"782",9.5,3,62,"Female","Other"
"783",17.5,12,43,"Female","French"
"784",17.81,13,34,"Male","French"
"785",7.16,13.8,21,"Male","English"
"786",5.75,12,17,"Female","English"
"787",NA,15,21,"Female","Other"
"788",NA,11,21,"Female","English"
"789",15,13,64,"Female","English"
"790",9.65,12.5,53,"Female","English"
"791",18.04,15,30,"Male","English"
"792",NA,17,74,"Male","English"
"793",27.75,16,36,"Male","English"
"794",NA,9.5,33,"Male","English"
"795",NA,12,37,"Male","English"
"796",NA,12,72,"Female","English"
"797",15.36,12,41,"Female","English"
"798",19.91,13,47,"Female","English"
"799",12,7,38,"Male","Other"
"800",NA,13,62,"Female","Other"
"801",NA,15,50,"Male","English"
"802",3.59,13.6,21,"Female","English"
"803",7.2,11,18,"Male","English"
"804",13,15,22,"Male","English"
"805",7,9.5,27,"Female","Other"
"806",NA,8,77,"Female","English"
"807",12.56,15,24,"Male","English"
"808",NA,14,26,"Female","English"
"809",NA,8.5,71,"Female","Other"
"810",NA,16,35,"Male","Other"
"811",10.28,NA,28,"Female","French"
"812",NA,14,23,"Female","English"
"813",10.39,NA,44,"Female","English"
"814",NA,15,45,"Male","English"
"815",NA,11,37,"Male","French"
"816",NA,12,71,"Male","English"
"817",6.44,7,54,"Female","French"
"818",NA,NA,75,"Male","Other"
"819",NA,11,61,"Female","English"
"820",10,16.5,38,"Male","English"
"821",NA,8,68,"Male","Other"
"822",NA,12,70,"Male","French"
"823",13.49,10.5,37,"Female","English"
"824",5.85,13,19,"Male","English"
"825",22.7,12.7,43,"Male","English"
"826",13.07,19,42,"Male","English"
"827",NA,16,39,"Male","English"
"828",6.7,6,57,"Female","French"
"829",NA,12.5,45,"Male","English"
"830",NA,10.9,22,"Male","English"
"831",NA,16,47,"Female","English"
"832",NA,16,69,"Male","English"
"833",NA,19.2,47,"Male","English"
"834",NA,8,69,"Female","English"
"835",7,13,19,"Female","English"
"836",NA,15,78,"Female","English"
"837",NA,18,66,"Female","French"
"838",20.48,11,38,"Female","French"
"839",25.6,18,32,"Female","English"
"840",7.75,13,54,"Female","English"
"841",9.18,12.6,20,"Male","English"
"842",7.92,13,20,"Female","English"
"843",24,NA,37,"Male","English"
"844",NA,10,17,"Male","English"
"845",NA,18,41,"Female","English"
"846",43.2,16.5,37,"Male","English"
"847",24,NA,61,"Male","English"
"848",NA,12,76,"Female","English"
"849",NA,10,85,"Female","English"
"850",18.74,16,29,"Female","English"
"851",22.98,15,36,"Female","Other"
"852",14.04,9,61,"Female","English"
"853",14.88,13,40,"Female","English"
"854",7.6,9,57,"Female","English"
"855",7.68,15,24,"Female","English"
"856",NA,10.5,53,"Female","Other"
"857",NA,8,54,"Female","Other"
"858",NA,11,69,"Female","English"
"859",6.9,16,24,"Female","French"
"860",NA,9,81,"Male","English"
"861",NA,18,55,"Female","Other"
"862",NA,18,55,"Male","English"
"863",8.75,11,34,"Female","English"
"864",10.96,12.5,32,"Female","English"
"865",13.73,19,41,"Female","English"
"866",27,15,48,"Female","English"
"867",NA,9,32,"Male","English"
"868",12.21,12,54,"Female","French"
"869",30.1,13,47,"Male","English"
"870",18.24,11.5,51,"Male","French"
"871",NA,NA,55,"Male","English"
"872",NA,16,63,"Female","English"
"873",10,12,34,"Female","Other"
"874",18.54,12,38,"Male","French"
"875",NA,12.5,51,"Female","English"
"876",NA,10.5,57,"Male","Other"
"877",NA,10,44,"Female","French"
"878",25,11,60,"Male","English"
"879",NA,13.3,41,"Male","French"
"880",14.34,12,23,"Female","English"
"881",NA,8,70,"Female","Other"
"882",6.73,10,16,"Female","English"
"883",7.85,9,57,"Female","English"
"884",NA,13,28,"Male","English"
"885",6.94,14,19,"Male","English"
"886",NA,5,64,"Female","English"
"887",14.07,12.7,56,"Female","English"
"888",NA,8.5,18,"Female","English"
"889",NA,9.5,56,"Male","English"
"890",7,NA,19,"Female","English"
"891",NA,8,61,"Male","English"
"892",NA,14,80,"Female","English"
"893",12,12,36,"Male","English"
"894",8,14,43,"Female","English"
"895",28.36,15,39,"Male","English"
"896",9.49,9,55,"Female","English"
"897",15.04,13,56,"Female","English"
"898",NA,11.5,85,"Female","English"
"899",NA,8,68,"Female","English"
"900",NA,9,46,"Male","English"
"901",16.9,12.6,42,"Female","English"
"902",NA,13,38,"Male","English"
"903",27.34,14.8,37,"Female","English"
"904",8.05,12,29,"Female","English"
"905",NA,14.6,31,"Female","English"
"906",13.76,NA,29,"Male","English"
"907",NA,8,66,"Male","English"
"908",10,15,29,"Male","English"
"909",19.2,16,30,"Female","Other"
"910",NA,8,89,"Male","English"
"911",5.6,12,29,"Female","English"
"912",NA,19,49,"Male","Other"
"913",NA,10,49,"Female","French"
"914",NA,12,34,"Female","English"
"915",NA,12,18,"Female","French"
"916",NA,12,39,"Female","English"
"917",11.36,12,51,"Male","English"
"918",16.48,NA,37,"Male","English"
"919",NA,19,56,"Female","English"
"920",18.94,16,32,"Female","English"
"921",9.43,11,21,"Male","English"
"922",18.21,12,45,"Female","English"
"923",NA,12.8,45,"Female","English"
"924",20.84,13.8,39,"Female","Other"
"925",24,17,31,"Male","English"
"926",NA,10.5,80,"Male","English"
"927",NA,5,28,"Male","Other"
"928",NA,10,50,"Male","French"
"929",27.84,18,53,"Male","English"
"930",34.56,12,46,"Male","English"
"931",NA,8,65,"Female","English"
"932",15.87,10.5,45,"Female","Other"
"933",31.9,8,58,"Male","Other"
"934",6.7,11,18,"Female","English"
"935",NA,9,70,"Male","English"
"936",12,8,29,"Male","English"
"937",7,13.8,20,"Female","English"
"938",NA,12.1,51,"Male","Other"
"939",7.89,12,61,"Female","English"
"940",NA,7,77,"Male","English"
"941",NA,11,26,"Female","Other"
"942",NA,16,58,"Male","English"
"943",9.82,12,18,"Male","English"
"944",6.7,20,43,"Male","English"
"945",NA,15.5,41,"Female","English"
"946",NA,10,80,"Female","English"
"947",NA,10,22,"Male","English"
"948",NA,6,58,"Female","English"
"949",NA,17,43,"Male","English"
"950",7,12,25,"Male","English"
"951",18,15,26,"Male","English"
"952",26.18,17,38,"Female","Other"
"953",33.6,13,60,"Male","English"
"954",20,12,36,"Male","English"
"955",6.85,12.6,20,"Female","English"
"956",15.85,11,33,"Male","French"
"957",NA,8,65,"Female","English"
"958",21.91,NA,36,"Male","English"
"959",NA,5,73,"Female","Other"
"960",NA,12,68,"Female","English"
"961",NA,14,76,"Male","English"
"962",7.48,12.7,38,"Female","French"
"963",28.14,16,56,"Female","English"
"964",NA,10,26,"Male","English"
"965",NA,9,89,"Female","English"
"966",NA,7,70,"Female","English"
"967",NA,9,78,"Female","English"
"968",NA,11,82,"Female","English"
"969",NA,8,48,"Female","English"
"970",7.67,5,62,"Female","Other"
"971",13.88,10,57,"Male","Other"
"972",17.44,5,58,"Male","Other"
"973",14.05,10.5,58,"Male","English"
"974",13.54,12,56,"Female","English"
"975",19.86,12.5,63,"Male","French"
"976",NA,10.3,23,"Male","English"
"977",18.72,16.5,26,"Male","English"
"978",NA,8,58,"Male","French"
"979",NA,10,67,"Male","English"
"980",NA,16.6,37,"Male","Other"
"981",21.6,16,29,"Male","English"
"982",18.35,12.5,27,"Male","English"
"983",8.26,10.5,32,"Female","English"
"984",20.85,12,40,"Female","English"
"985",12,12,30,"Male","English"
"986",14.36,10,53,"Female","English"
"987",12.96,18,35,"Male","English"
"988",17,14,40,"Male","English"
"989",NA,9.5,73,"Male","English"
"990",NA,16,56,"Male","English"
"991",6.46,10.6,17,"Female","English"
"992",9.34,12,18,"Male","English"
"993",NA,15,64,"Female","French"
"994",NA,9,46,"Male","English"
"995",NA,13,18,"Male","Other"
"996",NA,16,29,"Male","English"
"997",15.51,12.8,37,"Male","English"
"998",25,17.5,34,"Female","English"
"999",19,12,35,"Male","English"
"1000",NA,9,69,"Male","English"
"1001",8.5,12,42,"Female","English"
"1002",NA,12,71,"Female","English"
"1003",8,13,46,"Female","English"
"1004",20.45,17,58,"Male","English"
"1005",18.87,14,46,"Female","Other"
"1006",NA,12,50,"Female","English"
"1007",10,12,26,"Male","English"
"1008",NA,12,52,"Female","Other"
"1009",12.29,13.7,31,"Female","English"
"1010",NA,17,45,"Male","English"
"1011",14.28,13,48,"Female","English"
"1012",9,12.5,42,"Female","English"
"1013",19.33,10,45,"Male","English"
"1014",10.56,13.4,42,"Female","English"
"1015",23.09,12.5,48,"Female","English"
"1016",21.44,13,49,"Male","English"
"1017",7,18,22,"Male","English"
"1018",16.5,12,51,"Male","Other"
"1019",NA,8,67,"Female","English"
"1020",NA,15,48,"Female","Other"
"1021",NA,13.5,72,"Male","Other"
"1022",NA,5,65,"Female","Other"
"1023",NA,14,63,"Male","English"
"1024",18.9,19.5,24,"Male","English"
"1025",NA,12,35,"Female","English"
"1026",15.75,10,35,"Male","English"
"1027",NA,7,53,"Female","Other"
"1028",13.21,16,28,"Male","English"
"1029",NA,9,55,"Male","English"
"1030",17.1,15,27,"Female","English"
"1031",16.08,14,44,"Male","English"
"1032",15.65,10,41,"Male","English"
"1033",13.13,19,32,"Male","French"
"1034",15.52,13.6,28,"Male","French"
"1035",NA,0,78,"Female","English"
"1036",NA,11,45,"Male","English"
"1037",NA,10,68,"Male","English"
"1038",23.04,16,29,"Male","English"
"1039",8,12,61,"Male","French"
"1040",NA,8,67,"Male","Other"
"1041",10.85,10,44,"Female","English"
"1042",NA,10,51,"Male","English"
"1043",12.31,16,22,"Female","English"
"1044",12.81,10,41,"Male","English"
"1045",21,18,24,"Female","English"
"1046",16.12,12,33,"Male","English"
"1047",NA,13,43,"Male","English"
"1048",21.6,12.7,33,"Male","English"
"1049",NA,6,58,"Female","English"
"1050",12.35,15.4,32,"Female","French"
"1051",NA,7,71,"Male","English"
"1052",NA,8,70,"Male","English"
"1053",16.32,15,38,"Female","English"
"1054",NA,5,75,"Female","French"
"1055",19.2,11.5,53,"Female","English"
"1056",NA,14,32,"Female","Other"
"1057",NA,11.4,19,"Male","English"
"1058",NA,15,40,"Male","English"
"1059",NA,12.5,23,"Male","English"
"1060",13.23,10,58,"Male","English"
"1061",NA,10,60,"Female","French"
"1062",21.43,15,32,"Male","English"
"1063",NA,13.1,51,"Female","English"
"1064",16.25,9,34,"Male","English"
"1065",23.63,13,31,"Female","English"
"1066",NA,9,18,"Male","English"
"1067",8,16,29,"Female","English"
"1068",7.49,11.6,19,"Female","English"
"1069",NA,9,16,"Female","English"
"1070",NA,10.5,75,"Female","English"
"1071",NA,13,33,"Male","Other"
"1072",6,15.5,20,"Female","English"
"1073",NA,16.1,25,"Male","English"
"1074",21,11,39,"Female","English"
"1075",12.03,13.8,37,"Female","English"
"1076",10,13.4,37,"Female","English"
"1077",19.68,12.5,38,"Male","English"
"1078",10,11.3,45,"Male","English"
"1079",24.74,19,32,"Female","English"
"1080",NA,12,50,"Male","English"
"1081",13.75,17,28,"Female","English"
"1082",8.97,11,23,"Male","English"
"1083",NA,17,42,"Male","English"
"1084",NA,8,84,"Male","French"
"1085",14.5,14.3,46,"Female","English"
"1086",9.48,8,62,"Male","English"
"1087",NA,13,52,"Female","English"
"1088",9.2,13,40,"Female","English"
"1089",14.52,15,30,"Female","English"
"1090",NA,15,43,"Female","English"
"1091",NA,12.5,80,"Female","English"
"1092",NA,14,58,"Female","English"
"1093",NA,9,53,"Male","English"
"1094",NA,12.5,72,"Female","English"
"1095",NA,11,62,"Female","English"
"1096",NA,11.5,32,"Female","English"
"1097",NA,12,43,"Male","English"
"1098",NA,17,22,"Female","Other"
"1099",16.68,12.5,47,"Male","English"
"1100",NA,11,89,"Female","English"
"1101",10.07,13.2,20,"Female","Other"
"1102",NA,8,78,"Male","English"
"1103",7.97,10,26,"Female","English"
"1104",NA,8,73,"Male","English"
"1105",22.8,12,39,"Male","English"
"1106",17.77,15,47,"Female","English"
"1107",NA,12.5,79,"Female","English"
"1108",15.36,16.2,39,"Male","English"
"1109",NA,7,63,"Female","English"
"1110",24.92,12.5,39,"Male","English"
"1111",10,17.5,24,"Male","English"
"1112",6.6,10,18,"Male","English"
"1113",NA,12,76,"Female","English"
"1114",7.73,9.8,17,"Female","English"
"1115",NA,13,80,"Male","English"
"1116",14.8,9,32,"Male","English"
"1117",NA,11,29,"Female","English"
"1118",9.33,14.5,41,"Female","Other"
"1119",10.35,17,51,"Female","English"
"1120",NA,11,17,"Male","English"
"1121",11.43,12.5,21,"Female","English"
"1122",30,16,48,"Female","English"
"1123",15,15.8,30,"Male","English"
"1124",NA,9,70,"Female","English"
"1125",10.46,14.5,24,"Female","Other"
"1126",22.04,17,26,"Female","English"
"1127",NA,12,69,"Female","English"
"1128",11,15,25,"Female","English"
"1129",24,15,47,"Male","English"
"1130",17,15,32,"Female","English"
"1131",NA,13.5,26,"Male","English"
"1132",NA,12,48,"Female","Other"
"1133",NA,12,53,"Female","Other"
"1134",19,12.8,36,"Male","English"
"1135",15,12.5,38,"Male","English"
"1136",24,16,39,"Female","English"
"1137",NA,4,71,"Male","French"
"1138",12.65,12,39,"Female","English"
"1139",10.56,15,32,"Male","English"
"1140",13,11,22,"Male","English"
"1141",6,14,21,"Male","English"
"1142",7.88,14.3,26,"Female","Other"
"1143",12.94,17,33,"Male","English"
"1144",15.78,16,47,"Male","English"
"1145",NA,11.3,29,"Male","English"
"1146",24,6,54,"Male","English"
"1147",NA,20,43,"Female","English"
"1148",24.69,18.5,31,"Female","English"
"1149",18.96,15.8,53,"Male","English"
"1150",NA,6,78,"Female","French"
"1151",12.13,11,31,"Male","English"
"1152",NA,18,70,"Male","English"
"1153",NA,10,16,"Female","English"
"1154",NA,14.5,23,"Male","English"
"1155",NA,8,57,"Male","Other"
"1156",NA,13,72,"Male","English"
"1157",NA,8,60,"Female","English"
"1158",NA,14,77,"Male","Other"
"1159",NA,4,66,"Female","English"
"1160",NA,12,51,"Female","English"
"1161",14.62,13,28,"Male","English"
"1162",13,16,29,"Male","English"
"1163",NA,9,65,"Female","English"
"1164",13.5,11,25,"Male","English"
"1165",13.62,14.5,54,"Male","English"
"1166",NA,17,54,"Male","English"
"1167",NA,8,61,"Female","Other"
"1168",9.4,10,51,"Female","English"
"1169",14.77,17,34,"Female","English"
"1170",NA,8,78,"Female","English"
"1171",26,NA,54,"Female",NA
"1172",7.5,12,24,"Female","English"
"1173",11.04,NA,50,"Male","English"
"1174",11.5,13,31,"Female","Other"
"1175",10,14.5,46,"Female","English"
"1176",28.8,12,42,"Male","English"
"1177",19.38,11.5,28,"Male","English"
"1178",NA,15,64,"Male","English"
"1179",24,15,30,"Female","English"
"1180",6.71,11.6,20,"Male","English"
"1181",NA,9,68,"Female","Other"
"1182",NA,9,72,"Female","English"
"1183",23.42,12.5,43,"Male","English"
"1184",NA,11,70,"Female","English"
"1185",NA,14,63,"Female","English"
"1186",NA,12,69,"Female","English"
"1187",NA,NA,62,"Male","English"
"1188",15.33,13,34,"Female","English"
"1189",NA,11,53,"Male","English"
"1190",NA,12,41,"Female","English"
"1191",NA,8,46,"Female","English"
"1192",NA,11,34,"Female","English"
"1193",NA,14.2,30,"Female","English"
"1194",NA,11,52,"Male","English"
"1195",12.48,13,28,"Male","English"
"1196",14.65,12.7,37,"Female","English"
"1197",NA,10,27,"Female","English"
"1198",8.91,10.1,35,"Female","Other"
"1199",16.46,11,51,"Female","English"
"1200",NA,12,49,"Male","English"
"1201",16.76,19.5,37,"Male","English"
"1202",NA,10,66,"Female","Other"
"1203",15.34,12.3,31,"Male","English"
"1204",26.62,16.5,45,"Male","English"
"1205",NA,12,77,"Male","French"
"1206",NA,13,81,"Female","English"
"1207",8.96,12,23,"Male","English"
"1208",20.87,13,42,"Male","English"
"1209",NA,10,45,"Male","Other"
"1210",7,12,19,"Female","English"
"1211",NA,11,51,"Male","English"
"1212",NA,10,17,"Male","English"
"1213",NA,8,76,"Male","English"
"1214",38.34,20,47,"Female","English"
"1215",NA,10,78,"Female","English"
"1216",9,13,28,"Male","English"
"1217",25.63,14,38,"Female","English"
"1218",30.72,16.5,48,"Male","English"
"1219",5.15,12.5,29,"Female","English"
"1220",21.6,15,42,"Male","English"
"1221",28.8,15,62,"Female","English"
"1222",NA,15,66,"Male","English"
"1223",14.93,19,28,"Male","English"
"1224",NA,11,57,"Female","English"
"1225",15,15,25,"Male","English"
"1226",9,14.1,20,"Female","English"
"1227",13.76,10,24,"Male","English"
"1228",24,12.5,48,"Male","English"
"1229",NA,16,75,"Male","English"
"1230",9,NA,22,"Male","English"
"1231",NA,8,67,"Male","English"
"1232",28.16,14,51,"Female","English"
"1233",6.48,10,56,"Female","English"
"1234",13.06,13,38,"Female","English"
"1235",17.46,9,45,"Male","English"
"1236",6.76,13,18,"Female","English"
"1237",NA,12,62,"Female","English"
"1238",21.94,17,30,"Female","English"
"1239",18.79,14,52,"Female","French"
"1240",29.22,16.2,40,"Male","English"
"1241",28.4,NA,38,"Male","English"
"1242",13.75,17.4,40,"Female","English"
"1243",NA,13,44,"Female","English"
"1244",NA,12,68,"Female","English"
"1245",NA,12,35,"Female","English"
"1246",10.22,13.2,30,"Male","English"
"1247",NA,0,85,"Female","French"
"1248",21.99,16,55,"Female","English"
"1249",NA,NA,66,"Male","Other"
"1250",NA,12,68,"Male","Other"
"1251",NA,13.8,28,"Female","French"
"1252",15.25,12,34,"Male","English"
"1253",6.7,16.3,23,"Female","English"
"1254",8.47,17.5,24,"Female",NA
"1255",NA,17,70,"Female","English"
"1256",NA,13,45,"Male","Other"
"1257",11,14,20,"Male","English"
"1258",13.14,15,25,"Male","French"
"1259",11.45,12,23,"Male","French"
"1260",21.94,11,56,"Female","English"
"1261",NA,12,52,"Male","Other"
"1262",36.32,17,57,"Male","Other"
"1263",12.48,10,49,"Male","English"
"1264",NA,10,64,"Male","English"
"1265",NA,16,32,"Male","Other"
"1266",16.06,16,30,"Female","English"
"1267",NA,13,85,"Male","English"
"1268",16.85,10.5,61,"Female","English"
"1269",NA,16,54,"Female","English"
"1270",14,15,49,"Male","English"
"1271",NA,16,23,"Female","English"
"1272",NA,10,80,"Female","English"
"1273",7,16,42,"Male","English"
"1274",NA,10,51,"Female","English"
"1275",8.33,14,42,"Female","English"
"1276",11.78,13,52,"Female","English"
"1277",12.25,12.5,58,"Female","English"
"1278",21.94,17,42,"Male","English"
"1279",NA,14,45,"Female","English"
"1280",10.18,10,41,"Female","English"
"1281",18.81,13.5,40,"Male","French"
"1282",4.63,14.5,24,"Female","English"
"1283",NA,12,74,"Male","Other"
"1284",22.21,13,40,"Male","Other"
"1285",NA,12.5,60,"Female","English"
"1286",9.45,13,23,"Male","English"
"1287",21.34,12,49,"Male","French"
"1288",11.87,13,36,"Female","English"
"1289",25.12,12,44,"Male","English"
"1290",8.03,11.6,20,"Male","English"
"1291",NA,16,48,"Female","English"
"1292",16,12,48,"Male","French"
"1293",14.89,17.5,35,"Female","English"
"1294",6.7,13,18,"Male","French"
"1295",18.92,20,41,"Male","English"
"1296",NA,10,37,"Male","English"
"1297",NA,12,32,"Male","English"
"1298",21.1,15,30,"Female","English"
"1299",NA,12,84,"Female","French"
"1300",NA,15,29,"Female","Other"
"1301",23.33,NA,51,"Female","Other"
"1302",10,12,49,"Female","English"
"1303",6.25,10.5,60,"Female","English"
"1304",NA,8,38,"Male","Other"
"1305",9,9,33,"Female","Other"
"1306",NA,14,55,"Female","English"
"1307",NA,11.5,45,"Female","French"
"1308",NA,11,63,"Male","Other"
"1309",13,10,31,"Male","English"
"1310",7.16,7,18,"Male","Other"
"1311",6.78,NA,21,"Female","English"
"1312",NA,11,79,"Male","English"
"1313",7.01,4,45,"Female","Other"
"1314",NA,8,81,"Male","English"
"1315",9.63,12,18,"Male","English"
"1316",NA,13,26,"Female","English"
"1317",NA,8,65,"Female","English"
