Event_id,cause_of_death,dataset,date,quarter,Date-month,Year,dead,dead_and_missing,description,latitude,location,longitude,latlong,missing,name,route,source,source_url
55421,Drowned,,2014-07-16T05:00:00Z,3Q2014,2014 -- 7,2014,3,3,Libya's navy said it retrieved the bodies of three would-be migrants and rescued almost 100 others after their boat sank.,33.17,,13.88,"33.17, 13.88",0,"3 die off Libya's shores on July 17, 2014",Central Mediterranean Route,AFP,
55447,Drowned,,2014-07-16T05:00:00Z,3Q2014,2014 -- 7,2014,0,41,"A boat was intercepted as it sank by a merchant vessel, the Panamanian-flagged City of Sidon. 41 are feared dead",33.47,36 nautical miles north of Tripoli,13.15,"33.47, 13.15",41,"41 feared dead on July 17, 2014",Central Mediterranean Route,Al Jazeera,
72746,suffocation,SZ,2014-07-14T00:00:00Z,3Q2014,2014 -- 7,2014,3,3,Libya's navy retrieved the bodies of three would-be migrants and rescued almost 100 others after their boat sank,33,Off Libya,13,"33, 13",0,"Event off Libya on Jul 17, 2014",Central Mediterranean Route,AFP,
55272,Drowning,,2014-07-10T05:00:00Z,3Q2014,2014 -- 7,2014,2,2,"2 immigrants found dead in the sea area, ten miles west from Karlovasi, in Samos island. 13 were rescued by coast guard and an unknown number is reported missing.",37.754786,Samos,26.97777,"37.754786, 26.97777",0,Greece: Two Immingrants Dead near Samos island,,,http://www.efsyn.gr/?p=216196
55194,Drowning,,2014-07-05T05:00:00Z,3Q2014,2014 -- 7,2014,12,212,"Shipwreck off the coast of Libya, reported by UNHCR. The victims were three Syrians (a mother and her children), three Eritreans and six Africans whose nationality had yet to be determined",33.9,Off the Libyan coast,13.44,"33.9, 13.44",200,"12 die off Tripoli on July 6, 2014",Central Mediterranean Route,UNHCR/dpa,http://en.europeonline-magazine.eu/leaditaly-demands-help-with-migrants-as-12-more-bodies-found-at-seaby-helen-maguire-dpa_345270.html
72748,crushing or asphyxation,SZ,2014-07-02T00:00:00Z,3Q2014,2014 -- 7,2014,45,45,"The victims were in a fishing boat on which 600 people were made to board, more than double the boat's capacity",36.72986,Off Sicily,14.84911,"36.72986, 14.84911",0,"Event off Sicily on Jul 2, 2014",Central Mediterranean Route,Ansa Mediterranean,
55002,Drowned,,2014-07-01T05:00:00Z,3Q2014,2014 -- 7,2014,0,75,The 27 survivors of a shipwreck said there were an additional 75 persons on board.,35,Off the Italian coast,15.7,"35, 15.7",75,"75 die at sea on Jul 2, 2014",Central Mediterranean Route,AFP,
55402,Frozen,,2014-06-29T05:00:00Z,2Q2014,2014 -- 6,2014,13,13,25 migrants were locked up in a cold store by their traffickers in Libya. 13 died.,32.8,Libya,13.1,"32.8, 13.1",0,"Death in a Libyan cold room on June 30, 2014",,Freedom Newspaper,
55000,Suffocation or drowning,,2014-06-28T05:00:00Z,2Q2014,2014 -- 6,2014,45,45,"The 45 corpses were discovered in the bow area of the boat during the rescue operation, according to a navy statement. The victims were believed to have suffocated or drowned during the crossing. Initial news reports said the migrants had suffocated because they were packed in so tightly. It wasn’t clear if the boat was taking in water when it was rescued.",36.1,Off the coast of Sicily,15.3,"36.1, 15.3",0,"45 die of suffcation on June 29, 2014",Central Mediterranean Route,AP,http://time.com/2940451/italy-navy-corpses-migrant-boat/
63083,Beaten,,2014-06-18T00:00:00Z,2Q2014,2014 -- 6,2014,1,1,A 17-year-old Afghan refugee has died after suffering a cerebral hemorrhage following a police beating in the southeastern province of Van.,38.494167,"Van, Turkey",43.38,"38.494167, 43.38",0,"17-year-old Afghan refugee beaten to death by police on June 18, 2014",,Hürriyet,
54845,,,2014-06-15T05:00:00Z,2Q2014,2014 -- 6,2014,1,1,The body of a Syrian who had died on the journey was  on board a Kuwaiti oil tanker arriving in Sicily carrying 356 migrants.,37.2,Sicily,16,"37.2, 16",0,"1 dead found on June 16, 2014, aboard tanker",Central Mediterranean Route,BBC,
72750,asphyxiation and drowning,SZ,2014-06-14T00:00:00Z,2Q2014,2014 -- 6,2014,30,30,A fishing boat containing the bodies of about 30 people was being towed by an Italian navy frigate to the Sicilian port of Pozzallo,36,Off Sicily,15,"36, 15",0,"Event off Sicily on Jun 29, 2014",Central Mediterranean Route,Guardian,
54570,Drowned,,2014-06-13T05:00:00Z,2Q2014,2014 -- 6,2014,10,95,The Italian navy rescued 39 migrants aboard an inflatable boat about 100 miles off Lampedusa. Ten people were found dead. Migrants told authorities some 80 to 90 people at least went missing during the storm.,35.5,Off Lampedusa,12.6,"35.5, 12.6",85,"10 found dead on June 14, 2014",Central Mediterranean Route,AFP,
72752,drowning,SZ,2014-06-10T00:00:00Z,2Q2014,2014 -- 6,2014,0,4,four migrants from the Central African Republic fell from a rope ladder connecting a merchant ship with their stricken vessel and were swept away,35,Off Italy,15,"35, 15",4,"Event off Italy on Jun 10, 2014",Central Mediterranean Route,Guardian,
54563,Drowned,,2014-06-07T05:00:00Z,2Q2014,2014 -- 6,2014,3,5,"Maltese soldiers threw life jackets at migrants in distress and asked a passing tanker to rescue them, but then left. Five migrants died as they were being transferred from their dinghy to the tanker. The bodies of three of them were recovered but the other two were not found.",35.11,Off Malta,14.41,"35.11, 14.41",2,"5 die as part of SAR operation on June 8, 2014",Central Mediterranean Route,ToM,
54536,drowning,,2014-06-02T05:00:00Z,2Q2014,2014 -- 6,2014,1,1,"One immigrant was found dead on Tuesday, July 3rd, 2014, on the northeast coast of Lesvos island (Mytilini), in Greece.",39.26451,"Lesvos, Greece",26.277707,"39.26451, 26.277707",0,"Immigrant found dead on the northeast shores of Lesvos, Greece",Eastern Meditereanean Sea,lesvosnews,http://www.lesvosnews.gr/?p=3300
54514,Asphyxiation,,2014-05-29T00:00:00Z,2Q2014,2014 -- 5,2014,1,1,"A 15-year-old Afghan immigrant was found dead in a truck carrying croissants at the port of Igoumenitsa this week.  According to reports, the youngster had stowed away in the truck with several other irregular migrants.  However, after a while, the atmosphere in the vehicle became stifling and the stowaways abandoned the vehicle.  The 15-year-old, however, had already lost consciousness and was found dead later by port officials.  The Afghan teenager had registered a week earlier with a center for the protection of minors in nearby Konitsa.",39.50615,"Igoumenitsa, Greece",20.265534,"39.50615, 20.265534",0,"Afghan kid dies in Igoumenitsa on May 23, 2014",,Neo Kosmos,http://neoskosmos.com/news/en/Afghan-immigrant-dies-in-back-of-truck
54491,,,2014-05-29T00:00:00Z,2Q2014,2014 -- 5,2014,1,1,On March 9 an Albanian man was killed on a motorway outside Calais.,50.81451,"Marquise, France",1.704929,"50.81451, 1.704929",0,"Albanian man dies in Calais on March 9, 2014",,AFP,http://www.armentieres.maville.com/actu/actudet_-pas-de-calais-un-albanais-retrouve-mort-sur-une-aire-d-autoroute_fil-2508233_actu.Htm?xtor=RSS-4&utm_source=RSS_MVI_armentieres&utm_medium=RSS&utm_campaign=RSS
54501,Crushed under bus,,2014-05-29T00:00:00Z,2Q2014,2014 -- 5,2014,1,1,A migrant has been crushed to death by a British bus he was trying to hide aboard to get to the UK.  The horrific death in Calais is the latest in a long list in which desperate young men lose their lives as they attempt to reach England to claim asylum.  It happened soon after 2pm on Friday in the car park of an Auchan supermarket in the French port.,50.95129,"Calais, France",1.858686,"50.95129, 1.858686",0,"Death of a man of Sudanese origin in Calais on May 23, 2014",,Daily Mail,http://www.dailymail.co.uk/news/article-2639807/Migrant-crushed-death-Calais-British-bus-trying-hide-aboard-UK.html
54498,,,2014-05-29T00:00:00Z,2Q2014,2014 -- 5,2014,1,1,,50.95129,"Calais, France",1.858686,"50.95129, 1.858686",0,"Death of an Ethiopian national at Calais on March 15, 2014",,Daily Mail,http://www.dailymail.co.uk/news/article-2640906/Police-surround-Calais-camp-prepare-remove-migrants.html
54496,,,2014-05-29T00:00:00Z,2Q2014,2014 -- 5,2014,1,1,"The body of a 25-year-old Ethiopian man, Senay Berthay, was found in Calais’s  Batellerie dock on March 14.",50.95129,"Calais, France",1.858686,"50.95129, 1.858686",0,Death of Senay Berthay,,Daily Mail,http://www.dailymail.co.uk/news/article-2640906/Police-surround-Calais-camp-prepare-remove-migrants.html
54493,Crushed under lorry,,2014-05-29T00:00:00Z,2Q2014,2014 -- 5,2014,1,1,Ethiopian Mesfin Germa was hit by a lorry as he walked to the port of Calais,50.95129,"Calais, France",1.858686,"50.95129, 1.858686",0,Death of Mesfin Germa,,Daily Mail,http://www.dailymail.co.uk/news/article-2640906/Police-surround-Calais-camp-prepare-remove-migrants.html
55164,boat capsizes,,2014-05-27T05:00:00Z,2Q2014,2014 -- 5,2014,2,3,The boat capsizes while trying to reach Spain,,,,,1,"Two dead and one missing en route to Spain on May 28, 2014",West Mediterranean Route,"El País, Europa Press",http://politica.elpais.com/politica/2014/05/28/actualidad/1401285544_986009.html
72754,drowning,SZ,2014-05-12T00:00:00Z,2Q2014,2014 -- 5,2014,17,217,At least 14 migrants have died after their their boat sank in the Mediterranean between Libya and Italy,34.574,Off Lampedusa,12.605,"34.574, 12.605",200,Event off Lampedusa on 12.05.14,Central Mediterranean Route,"Al Jazeera, BBC",
72756,drowning,SZ,2014-05-11T00:00:00Z,2Q2014,2014 -- 5,2014,40,40,At least 40 people have died after a boat carrying mostly sub-Saharan African migrants sank off the coast of Libya,33.04,Off Libya,13.64,"33.04, 13.64",0,"Event off Libya on May 11, 2014",Central Mediterranean Route,International Business Times,
54510,"Exhaustion, thirst",,2014-05-06T05:00:00Z,2Q2014,2014 -- 5,2014,13,46,"At least 13 of the dozens of migrants from Niger abandoned by smugglers in the Sahara desert last week have been found dead in southern Algeria, a local official and a military source in Niger said on Friday. ",21.8,Border to Algeria from Niger.,8.56,"21.8, 8.56",33,Convoy abandonned en route to Algeria in May 2014,,IOL news,http://www.iol.co.za/news/africa/13-migrants-found-dead-in-sahara-1.1686153
54511,Injuries,,2014-05-06T05:00:00Z,2Q2014,2014 -- 5,2014,0,1,"A 20-year-old Eritrean whose corps was found on Wednesday in Pozzallo, where 289 other migrants came ashore, died of blows to the head and injuries sustained from being trampled.",36.926927,"Ragusa, Italy",14.725513,"36.926927, 14.725513",0,"Eritrean migrant dies in Italy on May 7, 2014",Central Mediterranean Route,ANSA,http://www.ansamed.info/ansamed/en/news/sections/generalnews/2014/05/08/eritrean-migrant-died-from-blows-suffered-in-libya_5cd4e351-6e88-4c6e-b76c-0536c18e2f69.html
72758,drowning,SZ,2014-05-06T00:00:00Z,2Q2014,2014 -- 5,2014,36,90,At least 36 migrants drowned when their boat sank off the Libyan coast,32.982,Off Libya,13.563,"32.982, 13.563",54,Event off Libya,Central Mediterranean Route,BBC,
54513,Drowned,,2014-05-04T05:00:00Z,2Q2014,2014 -- 5,2014,22,22,"A yacht and a dinghy crammed with migrants trying to enter Greece has capsized in the eastern Aegean Sea leaving at least 22 dead, including four children, and potentially several more missing.",37.743215,Off Samos,26.820351,"37.743215, 26.820351",0,"2 boats capsize off Samos on  May 5, 2014",Eastern Mediterranean Sea,The Guardian,http://www.theguardian.com/world/2014/may/05/many-dead-migrant-boast-capsizes-greece
54503,Drowned,,2014-05-03T05:00:00Z,2Q2014,2014 -- 5,2014,36,78,"""The sea was rough, the boat was overcrowded and there were more than 200 on board – many from Eritrea.",33.89,Off Libya's coast,12.61,"33.89, 12.61",42,"Boat capsizes off Tripoli on May 4, 2014",Central Mediterranean Route,Guardian,http://www.theguardian.com/world/2014/may/11/migrant-boat-sinks-coast-libya
54505,,,2014-05-01T05:00:00Z,2Q2014,2014 -- 5,2014,4,4,"The Libyan coastguard reported that it had saved 80 people from a sinking vessel, including Eritreans, Somalis and Ethiopians. Four corpses were found, the report said.",33.89,Off Libya's coast,12.61,"33.89, 12.61",0,"Boat rescued off Libya's coast on May 2, 2014",Central Mediteranean Route,Guardian,http://www.theguardian.com/world/2014/may/11/migrant-boat-sinks-coast-libya
54508,Exhaustion,,2014-04-29T05:00:00Z,2Q2014,2014 -- 4,2014,10,10,"Last week, a joint Sudanese-Libyan force rescued 319 migrants after they became stranded in the desert on the border between the two countries, noting their miserable condition.  A Sudanese foreign ministry official told the state news agency SUNA at the time that human traffickers had abandoned the illrgal migrants in the desert. 10 died.",20.23,Sudan-Libya border,25,"20.23, 25",0,"10 die at Sudan-Libya border on April 30, 2014",,Sudan Tribune,http://www.sudantribune.com/spip.php?article50867
54504,,,2014-04-29T05:00:00Z,2Q2014,2014 -- 4,2014,0,40,One Somali survivor aboard who reported that 40 fellow passengers had drowned.,33.89,Off Libya's coast,12.61,"33.89, 12.61",40,"Boat capsizes off Libya's coast on April 30, 2014",Central Mediterranean Route,Guardian,http://www.theguardian.com/world/2014/may/11/migrant-boat-sinks-coast-libya
54057,,,2014-04-08T05:00:00Z,2Q2014,2014 -- 4,2014,1,1,"Italian coast guard carried out a large rescue operation in the night to April 9, 2014. One corpse was found on board one of the ships.",,,,,0,"Death during a rescue operation on April 9, 2014",Central Mediterranean Route,Zeit,http://www.zeit.de/gesellschaft/zeitgeschehen/2014-04/italienische-marine-bootsfluechtlinge-mittelmeer
54054,"Massive pulmonary thromno-embolism, medical treatment possibly denied",,2014-03-30T05:00:00Z,1Q2014,2014 -- 3,2014,1,1,"Death from ""massive pulmonary thromno-embolism"". An investigation was opened to know whether the inmate was denied medical care.",52.169628,Yarl's Wood Immigration Removal Centre,-0.503644,"52.169628, -0.503644",0,"Death at Yearl's Wood on March 30, 2014",,BBC,http://www.bbc.com/news/uk-26845350
72760,drowning,SZ,2014-03-18T00:00:00Z,1Q2014,2014 -- 3,2014,4,4,"in the Agean Sea, off the Turkish coastal town of Bodrum, four Syrians died trying to reach the Greek island of Kos.",36,Off Greece,27,"36, 27",0,"Event off Greece on March 18, 2014",Eastern Mediterranean Route,Euronews,
72764,drowning,SZ,2014-03-18T00:00:00Z,1Q2014,2014 -- 3,2014,6,6,6 dead migrants are found by local residents,39,Off Greece (Lesbos),26,"39, 26",0,"Event off Greece on March 18, 2014",,taz,
54019,Drowned,,2014-03-18T00:00:00Z,1Q2014,2014 -- 3,2014,7,9,A dinghy with 15 people that had taken in water sank in unclear circumstances .,39.26451,"Lesbos, Greece",26.277707,"39.26451, 26.277707",2,"7 migrants drown near Lesvos on March 18, 2014",Eastern Mediterranean Route Sea,EnetEnglish,http://www.enetenglish.gr/?i=news.en.home&id=1813
62892,Drowned,,2014-03-01T00:00:00Z,1Q2014,2014 -- 3,2014,1,1,"A Pakistani man was found in the Evros river in April 2014. His corpse had been in the water for at least 20 days, according to the police.",41.1,Evros river,26.3,"41.1, 26.3",0,A Pakistani man dies in the Evros in March 2014,Eastern Mediteranean Route Land,Al Jazeera,
53772,Shot,,2014-02-27T00:00:00Z,1Q2014,2014 -- 2,2014,1,1,"Working without required documentation, a man and his French girlfriend were shot at a Paris terrasse.",48.856614,"Paris, France",2.352,"48.856614, 2.352",0,"Shot in Paris on December 22, 2013",,Rue89,http://rue89.nouvelobs.com/2014/02/27/cest-lhistoire-dun-clandestin-tunisien-abattu-plein-paris-250273
53707,"Shot, then drowned",,2014-02-06T06:00:00Z,1Q2014,2014 -- 2,2014,13,13,"Spanish police fired rubber bullets in an attempt to stop migrants from entering the Spanish enclave of Ceuta, which contributed to at least 11 drowning deaths. A further 23 migrants were handed over Moroccan police after they crossed the wall into Ceuta.",35.888384,Ceuta,-5.324636,"35.888384, -5.324636",0,"At Ceuta on February 6, 2014",Western Mediterranean route,Amnesty International,http://www.amnesty.org/en/news/spain-accountability-urged-appalling-migrant-deaths-ceuta-2014-02-14
54542,Shot,,2014-02-04T06:00:00Z,1Q2014,2014 -- 2,2014,1,1,A migrant was shot at Calais. No other details were provided by the police.,50.95129,"Calais, France",1.858686,"50.95129, 1.858686",0,"Migrant shot at Calais on Feb 4, 2014",,Libération,
51989,Drowned,,2014-01-19T00:00:00Z,1Q2014,2014 -- 1,2014,4,12,Greek coast guards pushed back on the migrants' boat as they were a few hundreds meters from the coast of Farmakonisi island.,37.282956,"Farmakonisi, Greece",27.088338,"37.282956, 27.088338",5,"At Farmakonisi on  January 19, 2014",Eastern Mediterranean Route Sea,SZ,http://www.sueddeutsche.de/politik/vorwuerfe-wegen-toten-vor-griechischer-insel-grenzschuetzer-sollen-fluechtlinge-aufs-meer-geschleppt-haben-1.1887459
69757,Homicide,,2013-12-13T00:00:00Z,4Q2013,2013 -- 12,2013,1,1,An undocumented migrant died from knife wounds. No other information is known.,50.409626,"Parce de la Reine Astrid, Charleroi",4.446211,"50.409626, 4.446211",0,Homicide in Charleroi on 14 December 2013,,Belga,
53706,fall,Puls,2013-12-07T00:00:00Z,4Q2013,2013 -- 12,2013,0,1,Died after falling from the fourth floor of his residential building during a police operation.,35.766667,Tangiers,-5.8,"35.766667, -5.8",0,"Event at Tangiers on December 7, 2013",,Cameroon Online,http://www.cameroononline.org/2013/12/07/sub-saharan-africans-tangiers-revolt-migrants-death/
